function,dimensions,initial_incumbent,final_incumbent,incumbent_changes,change_weeks,week_13_return,week_13_improved,week_13_acquisition,rolling_rmse_skill,coverage_95
F1,2,7.710875114502849e-16,7.710875114502849e-16,0,None,-4.447270518867807e-102,False,UCB,0.3029317907832782,1.0
F2,2,0.6112052157614438,0.6112052157614438,0,None,0.5566815944940164,False,EI,0.3418558352967177,1.0
F3,3,-0.0348353133500785,-0.0226293193690059,1,12,-0.0295892919404796,False,PI,0.379201969472293,0.9230769230769232
F4,4,-4.025542281908162,0.3699752814306127,2,"3, 12",-0.826310489740258,False,UCB,0.7737067608848913,0.7692307692307693
F5,4,1088.8596181962705,4440.56221417962,3,"8, 12, 13",4440.56221417962,True,EI,0.6145679524405436,0.6153846153846154
F6,5,-0.7142649478202404,-0.4059928596042703,2,"12, 13",-0.4059928596042703,True,EI,0.6170285773237159,0.7692307692307693
F7,6,1.3649683044991994,2.26680177151999,2,"3, 12",1.9613200593705613,False,UCB,0.5942169510254597,0.6923076923076923
F8,8,9.598482002566342,9.9399041910574,2,"1, 2",9.6534680332851,False,UCB,0.9089498991668324,1.0
