path,extension,bytes,mib,status
Week_01/Function_03/03_Data/verified_cumulative_outputs.npy,.npy,256,0.000244,pass
Week_07/Function_01/03_Data/verified_cumulative_outputs.npy,.npy,256,0.000244,pass
Week_07/Function_02/03_Data/verified_cumulative_outputs.npy,.npy,256,0.000244,pass
Week_02/Function_03/03_Data/verified_cumulative_outputs.npy,.npy,256,0.000244,pass
Week_01/Function_03/03_Data/initial_outputs.npy,.npy,248,0.000237,pass
Week_06/Function_01/03_Data/verified_cumulative_outputs.npy,.npy,248,0.000237,pass
Week_06/Function_02/03_Data/verified_cumulative_outputs.npy,.npy,248,0.000237,pass
Week_05/Function_01/03_Data/verified_cumulative_outputs.npy,.npy,240,0.000229,pass
Week_05/Function_02/03_Data/verified_cumulative_outputs.npy,.npy,240,0.000229,pass
Week_04/Function_01/03_Data/verified_cumulative_outputs.npy,.npy,232,0.000221,pass
Week_04/Function_02/03_Data/verified_cumulative_outputs.npy,.npy,232,0.000221,pass
Week_03/Function_01/03_Data/verified_cumulative_outputs.npy,.npy,224,0.000214,pass
Week_03/Function_02/03_Data/verified_cumulative_outputs.npy,.npy,224,0.000214,pass
Week_01/Function_01/03_Data/verified_cumulative_outputs.npy,.npy,216,0.000206,pass
Week_01/Function_02/03_Data/verified_cumulative_outputs.npy,.npy,216,0.000206,pass
Week_02/Function_01/03_Data/verified_cumulative_outputs.npy,.npy,216,0.000206,pass
Week_02/Function_02/03_Data/verified_cumulative_outputs.npy,.npy,216,0.000206,pass
Week_01/Function_01/03_Data/initial_outputs.npy,.npy,208,0.000198,pass
Week_01/Function_02/03_Data/initial_outputs.npy,.npy,208,0.000198,pass
